cluster,sentence
1,The home was fixed in the balcony bravely.
1,The sofa was used in the corner quickly.
0,The cupboard opened in the hall eagerly.
1,The bed was painted in the room eagerly.
1,The table was moved in the wall calmly.
0,The chair stood in the hall happily.
1,The lamp was used in the living room curiously.
1,The chair stood in the balcony gracefully.
1,The window was moved in the kitchen silently.
1,The chair was sold in the living room quickly.
0,The door closed in the balcony gracefully.
1,The home was used in the drawer curiously.
1,The bed was bought in the living room gracefully.
0,The door was fixed in the shelf curiously.
1,The home was fixed in the room calmly.
1,The home opened in the living room happily.
1,The cupboard closed in the drawer silently.
1,The window was painted in the drawer quickly.
1,The bed was bought in the balcony bravely.
1,The table was sold in the drawer quickly.
1,The table opened in the drawer silently.
1,The bed closed in the kitchen bravely.
1,The window was painted in the kitchen loudly.
1,The bed was fixed in the hall happily.
1,The chair was fixed in the floor happily.
1,The cupboard stood in the wall quickly.
1,The door was bought in the living room gracefully.
0,The chair closed in the drawer curiously.
1,The home was used in the hall curiously.
1,The bed was fixed in the hall loudly.
0,The table was painted in the shelf eagerly.
1,The chair opened in the room quickly.
1,The chair was cleaned in the hall calmly.
1,The chair closed in the floor silently.
1,The lamp closed in the living room bravely.
1,The home was fixed in the living room eagerly.
0,The chair closed in the kitchen loudly.
0,The lamp opened in the living room loudly.
1,The cupboard was cleaned in the corner silently.
1,The cup was bought in the room happily.
1,The cup was cleaned in the balcony quickly.
1,The table was sold in the kitchen loudly.
0,The door opened in the corner calmly.
1,The cup was bought in the kitchen happily.
1,The cup was bought in the kitchen gracefully.
0,The cupboard opened in the wall eagerly.
1,The table was bought in the corner quickly.
1,The bed stood in the wall curiously.
1,The window was cleaned in the balcony happily.
1,The home was bought in the balcony eagerly.
1,The home was used in the floor sadly.
1,The window stood in the floor silently.
1,The home was sold in the kitchen loudly.
1,The sofa was cleaned in the hall bravely.
1,The sofa was moved in the wall bravely.
1,The chair was bought in the room silently.
1,The sofa was used in the wall calmly.
0,The table opened in the corner curiously.
1,The bed was painted in the wall loudly.
1,The sofa was cleaned in the drawer eagerly.
1,The cupboard was bought in the room silently.
1,The bed was moved in the corner curiously.
1,The cup was bought in the living room silently.
1,The window was sold in the room quickly.
0,The cupboard opened in the drawer sadly.
1,The cupboard was bought in the room happily.
1,The window was fixed in the shelf silently.
1,The lamp was cleaned in the corner eagerly.
1,The cup opened in the room happily.
1,The door was used in the living room gracefully.
1,The lamp was used in the balcony eagerly.
1,The lamp stood in the living room curiously.
1,The chair closed in the living room eagerly.
1,The door was sold in the hall gracefully.
1,The window was bought in the living room happily.
0,The cup stood in the wall happily.
1,The door was moved in the kitchen loudly.
1,The door was fixed in the living room happily.
1,The table was fixed in the living room eagerly.
1,The chair was sold in the living room curiously.
1,The table was painted in the room calmly.
1,The cupboard was painted in the drawer sadly.
1,The window was moved in the corner happily.
1,The window was moved in the drawer sadly.
1,The bed stood in the living room silently.
1,The cup was fixed in the balcony happily.
1,The chair stood in the wall curiously.
1,The table was fixed in the kitchen quickly.
1,The table was cleaned in the balcony sadly.
0,The table was painted in the floor curiously.
1,The sofa was used in the hall loudly.
1,The chair was sold in the floor bravely.
1,The window was moved in the drawer silently.
1,The window was moved in the shelf bravely.
1,The home was moved in the room gracefully.
1,The cupboard was moved in the balcony gracefully.
1,The door was cleaned in the balcony loudly.
1,The lamp closed in the room loudly.
1,The door was cleaned in the hall curiously.
1,The door was sold in the wall loudly.
1,The home was fixed in the shelf curiously.
1,The table stood in the floor silently.
1,The lamp was cleaned in the room happily.
1,The bed was painted in the room curiously.
1,The cupboard was moved in the room bravely.
0,The sofa opened in the corner eagerly.
1,The cupboard was bought in the hall curiously.
1,The window was fixed in the drawer loudly.
1,The table was bought in the balcony bravely.
1,The chair was moved in the shelf eagerly.
1,The table was sold in the balcony bravely.
1,The table was painted in the kitchen curiously.
0,The cup was bought in the shelf gracefully.
1,The window opened in the wall gracefully.
1,The lamp was bought in the floor calmly.
1,The cupboard was cleaned in the room bravely.
1,The bed was used in the balcony loudly.
1,The chair was fixed in the shelf calmly.
1,The cup was used in the corner calmly.
1,The window was cleaned in the drawer happily.
1,The bed opened in the kitchen calmly.
1,The lamp was sold in the corner calmly.
1,The cup was moved in the kitchen curiously.
1,The window was painted in the room happily.
1,The lamp was bought in the wall sadly.
0,The door stood in the corner calmly.
1,The lamp closed in the wall calmly.
1,The table was used in the drawer curiously.
1,The cupboard was moved in the corner happily.
1,The home was bought in the drawer loudly.
1,The cupboard was used in the living room loudly.
1,The home was painted in the corner curiously.
1,The sofa was painted in the hall silently.
1,The lamp was fixed in the balcony loudly.
1,The chair was sold in the shelf happily.
1,The chair was fixed in the living room happily.
0,The cup was bought in the shelf loudly.
0,The chair was bought in the shelf eagerly.
1,The table was sold in the room silently.
0,The sofa opened in the drawer calmly.
0,The cup closed in the shelf loudly.
1,The home stood in the kitchen curiously.
1,The cup closed in the balcony silently.
1,The lamp was used in the balcony bravely.
1,The home was fixed in the living room gracefully.
1,The home was used in the room calmly.
0,The cupboard closed in the hall eagerly.
1,The lamp was painted in the kitchen silently.
1,The bed stood in the floor silently.
1,The sofa was bought in the room loudly.
1,The door was moved in the living room curiously.
1,The table was fixed in the balcony silently.
1,The bed stood in the room eagerly.
0,The cup opened in the hall calmly.
1,The lamp opened in the balcony calmly.
1,The home was fixed in the balcony quickly.
1,The window was sold in the corner eagerly.
1,The table was cleaned in the kitchen happily.
1,The window was painted in the floor silently.
1,The home was bought in the drawer quickly.
